question_id	question_url	question_title	question_body	time_stamp	username	votes	favorites	tags
884	https://health.stackexchange.com/questions/884/why-my-hands-are-thin-and-stomach-has-a-lot-of-fat	Why my hands are thin and stomach has a lot of fat [closed]	Even though I eat a lot food, my hands are very thin but I have a pot-belly.  I eat 3/4 KG of rice daily which is more than normal but I still don't gain weight in my hands.  What could be the cause of this? Please don't suggest to do hand related exercises because I see that most people don't do exercises, yet still gain weight in their hands.-	2015-05-07 04:42:37Z	Garrett	3	1	weight, hand, stomach
882	https://health.stackexchange.com/questions/882/protein-and-spirulina	Protein and Spirulina	I am working out, and I would like to make sure that I am taking in enough protein. I am a 21 year old male, and I do about an hour to an hour and a half of daily cardio type exercise. I currently weigh 85 kg (187 lbs) at 5'6". I want to know how much protein should I be taking per day, and is there any problem or advantage in taking spirulina as tablets rather than in powder form?-	2015-05-06 18:56:04Z	JohnP	2	0	diet, exercise
880	https://health.stackexchange.com/questions/880/pediatric-inpatient-discharge-best-practices	Pediatric inpatient discharge best practices	Where can I find an open source collection of pediatric inpatient discharge best practices using the current Cerner EMR? -	2015-05-06 01:51:27Z	user426	2	0	pediatrics, medical-records
877	https://health.stackexchange.com/questions/877/root-canal-before-trying-to-get-pregnant	Root canal before trying to get pregnant	Would it be bad to get pregnant a month after getting a root canal?  Are there any negative effects from the anesthesia, etc.? If so, how long should we wait after the root canal before trying?-	2015-05-05 15:20:55Z	michaelpri	3	0	dentistry, pregnancy
876	https://health.stackexchange.com/questions/876/how-do-anti-gas-remedies-work	How do anti-gas remedies work?	There are medicines for gas that you can give to children.  How do they work? They are sold (in the US) over the counter indicating they are of low health risk, but are there any issues if to much is consumed?   I was not aware that there may be multiple solutions.  I am asking about the Simethicone types with   being the brand name. -	2015-05-06 12:14:15Z	James Jenkins	5	0	medications, gastroenterology
875	https://health.stackexchange.com/questions/875/how-often-should-i-use-mouthwash	How often should I use mouthwash?	I recently started using a mouthwash recently ( ) However, I've read that (I'll link when I find the article again) mouthwashing everyday doesn't really help as much as doing it everyday for 2 weeks, taking a break, then using it for another 2 weeks. How often should I use mouthwash, and are there any consequences to doing it everyday?-	2017-04-13 12:53:20Z	Community	20	0	dentistry
874	https://health.stackexchange.com/questions/874/how-do-i-know-if-im-flossing-correctly	How do I know if I'm flossing correctly?	I recently started flossing regularly.  However, I'm not sure if I'm doing it right because sometimes my gums bleed. If I floss the right way, should it never bleed? Aside from bleeding, how can I know if flossing makes a positive effect? What should I notice in 2 weeks time? How about 4 weeks? 3 months? 1 year?-	2015-05-05 03:09:02Z	Mark Gabriel	21	3	dentistry
867	https://health.stackexchange.com/questions/867/what-are-the-long-term-health-risks-from-repeated-cortisone-injections	What are the long term health risks from repeated cortisone injections?	I broke my elbow (radial head fracture, approximately 13 months ago). A year after the accident it still hurt during some activities (such as riding my bicycle), so I returned to the orthopedist. The orthopedist gave me a cortisone shot and told me to make sure I ride my bicycle and report back in a month how my elbow feels. A month after the injection, my elbow is not in the same condition that it was in before the injury, but I no longer experience stabbing pain when I ride my bicycle (it feels numb and tired). The orthopedist declared the cortisone shot a successful treatment and said that I should continue riding my bicycle and practicing yoga, and perhaps start lifting weights as well because improving my strength will help. He said that if it starts hurting again, to come in and get another shot. As long as I don't get the cortisone shots more than annually he doesn't see that there will be a problem. I'm 35 years old, and hope to be active for a LONG time. An annual cortisone shot is still a lot of cortisone. What are the long term risks of repeated injections?-	2015-05-04 19:30:54Z	Zaralynda	8	0	steroids, injections, orthopedics, broken-bones
866	https://health.stackexchange.com/questions/866/chances-of-getting-diabetes-type-1	Chances of getting diabetes type 1?	My grandmother has has type 1 diabetes for more than 25 years (she's now 79 years old). My mother died when I was a kid, so I don't have any information about her health.  I want to know my what are my chances of getting diabetes and how can I prevent it?-	2016-03-23 14:18:22Z	YviDe	5	0	diabetes, type-1-diabetes, genetics
857	https://health.stackexchange.com/questions/857/is-rabies-contagious	Is rabies contagious?	Is the rabies disease contagious, that is can it spread from one human to other by means of sharing food?   If not, through what means does can spread, and  what are the measures and precautions that must be taken to avoid the spreading of the disease? -	2015-11-23 18:09:56Z	YviDe	1	0	prevention, disease-transmission, rabies
856	https://health.stackexchange.com/questions/856/what-are-the-symptoms-of-rabies	What are the symptoms of rabies?	What are the symptoms that show up in the person who is infected by rabies, and how much time will it take for these symptoms to show up? -	2015-11-23 18:12:09Z	YviDe	1	0	symptoms, rabies
855	https://health.stackexchange.com/questions/855/first-aid-for-a-rabies-dog-bite	First aid for a rabies dog bite	When a person is bitten by a dog infected with rabies what are the first aid measures that must be taken? And within how much time should the person consult a doctor? -	2015-11-23 18:11:14Z	YviDe	5	0	first-aid, rabies
853	https://health.stackexchange.com/questions/853/how-can-i-achieve-long-term-activation-of-the-lower-back-to-improve-my-posture	How can I achieve long term activation of the lower back to improve my posture?	I have back problems and need to work on my posture, one element is the lower ab to 'pull' my lower back into a more upright position (I tend to fall into a hollow back). When I ask about activation, I mean this: get the relevant muscles to stay tense and active for a long time after the workout so that my posture stays OK with less conscious effort. What is a training modality or exercise to achieve this effect? I'm mostly looking at planks and kneeling ab-wheel rollouts as exercises that have, I think, a more max-strength focus for me but I also occasionally do exercises with a stronger strength-endurance focus. Should I prioritize one over the other to achieve muscle activation? (  but it may be appropriate here, too)-	2017-04-13 12:46:51Z	Community	2	0	back
852	https://health.stackexchange.com/questions/852/what-has-hot-shower-to-do-with-low-blood-pressure	What has hot shower to do with low blood pressure?	What has hot shower to do with low blood pressure?-	2015-05-04 06:51:28Z	Aquarius_Girl	4	1	blood-pressure, blood
